lon,lat,rate
-51.37133527331562,-27.52211817066326,1500.0
-51.36210578865506,-27.524382641786193,1500.0
-51.37139680857922,-27.522090887878647,1500.0
-51.37145834912547,-27.52203632230942,1500.0
-51.37151988422109,-27.52203632230942,1500.0
-51.37158141925561,-27.52203632230942,1500.0
-51.36210584874917,-27.52389155166314,1500.0
-51.371642959496384,-27.521981756740193,1500.0
-51.371704494378186,-27.521981756740193,1500.0
-51.36604377401506,-27.52389155166314,1500.0
-51.36582842034915,-27.523891551663137,1500.0
-51.37176603440513,-27.521927191170967,1500.0
-51.36610531161446,-27.523836986093915,1500.0
-51.36579766371006,-27.523809703309304,1500.0
-51.37182756914948,-27.521899908386356,1500.0
-51.366443732280466,-27.52375513774008,1500.0
-51.36625914352865,-27.523782420524697,1500.0
-51.371889103832736,-27.52187262560174,1500.0
-51.36653604210699,-27.523673289386238,1500.0
-51.37195064353895,-27.521845342817123,1500.0
-51.36567463771828,-27.52312763369396,1500.0
-51.372012178054234,-27.521845342817127,1500.0
-51.36668988130363,-27.523564158247776,1500.0
-51.36672065371397,-27.523509592678558,1500.0
-51.37207371754661,-27.521818060032516,1500.0
-51.3721352569168,-27.521790777247897,1500.0
-51.37219679118773,-27.5217907772479,1500.0
-51.37225832541286,-27.52176349446329,1500.0
-51.37231985956162,-27.521763494463286,1500.0
-51.367089875278474,-27.523182199263186,1500.0
-51.37238139366458,-27.52173621167867,1500.0
-51.37244292770645,-27.521708928894054,1500.0
-51.367274485236045,-27.523018502555512,1500.0
-51.372504466511565,-27.521654363324835,1500.0
-51.37256600041598,-27.521599797755606,1500.0
-51.36801284894521,-27.522909371417057,1500.0
-51.36739755823562,-27.522909371417054,1500.0
-51.363490471334494,-27.522227301801713,1500.0
-51.362721350161756,-27.522418281294012,1500.0
-51.36247523341383,-27.5228002402786,1500.0
-51.36225988136624,-27.522882088632443,1500.0
-51.37262753427459,-27.521517949401762,1500.0
-51.368966556396806,-27.522500129647852,1500.0
-51.36788979788401,-27.522854805847825,1500.0
-51.37268906830109,-27.52102685927872,1500.0
-51.3622906656691,-27.522800240278603,1500.0
-51.37275060684651,-27.520726748647967,1500.0
-51.3728121404608,-27.52069946586336,1500.0
-51.362567575635445,-27.522527412432467,1500.0
-51.36244451768895,-27.522636543570915,1500.0
-51.37287367401401,-27.520672183078748,1500.0
-51.362475291946154,-27.522581978001696,1500.0
-51.368259013767776,-27.522527412432467,3029.389554
-51.36816672050635,-27.522527412432467,3057.196637
-51.36807442721441,-27.522527412432467,3029.389554
-51.372935212116616,-27.520617617509515,1500.0
-51.36887430896567,-27.52239099850939,1500.0
-51.368259020714014,-27.522472846863234,3177.693996
-51.36813596310337,-27.522472846863234,3214.770107
-51.368012905431655,-27.522472846863234,3196.232051
-51.365551752608184,-27.522472846863234,1500.0
-51.37299674551713,-27.5205903347249,1500.0
-51.368812786770704,-27.52241828129401,1629.766386
-51.36832055645028,-27.52241828129401,3242.577189
-51.36825902766021,-27.52241828129401,3261.115245
-51.36813597011065,-27.52241828129401,3298.191355
-51.36798214812025,-27.522418281294005,3261.115245
-51.3678898549199,-27.52241828129401,3214.770107
-51.36782832612984,-27.52241828129401,3159.155941
-51.36776679733979,-27.52241828129401,3075.734693
-51.367705268549734,-27.52241828129401,2973.775389
-51.36764373975968,-27.52241828129401,2806.932892
-51.36533641023953,-27.52239099850939,1500.0
-51.373058278856554,-27.520563051940293,1500.0
-51.36881279344211,-27.52236371572479,1796.608883
-51.36875126468259,-27.52236371572479,2185.908043
-51.36832056336594,-27.52236371572479,3298.191355
-51.368105212783945,-27.522363715724786,3325.998438
-51.3678898620493,-27.52236371572479,3298.191355
-51.36782833328977,-27.52236371572479,3242.577189
-51.36776680453025,-27.52236371572479,3177.693996
-51.36770527577074,-27.52236371572479,3112.810803
-51.367643747011215,-27.52236371572479,2955.237334
-51.36259838877628,-27.522281867370946,1500.0
-51.37311981211966,-27.520563051940286,1500.0
-51.3688128001135,-27.52230915015556,1954.182353
-51.36875127138452,-27.52230915015556,2334.212484
-51.3683205702816,-27.52230915015556,3325.998438
-51.368259041552605,-27.52230915015556,3307.460383
-51.368105220203375,-27.522118170663262,3344.536493
-51.367920633558434,-27.522309150155557,3325.998438
-51.36782834044969,-27.52230915015556,3298.191355
-51.367766811720685,-27.52230915015556,3242.577189
-51.36770528299171,-27.52230915015556,3177.693996
-51.367643754262716,-27.52230915015556,3075.734693
-51.36530566304967,-27.52203632230942,1500.0
-51.369335800737005,-27.522254584586328,1500.0
-51.368874335483326,-27.52225458458633,1648.304442
-51.36881280678487,-27.52225458458633,2065.410684
-51.36875127808641,-27.52225458458633,2436.171788
-51.36832057719721,-27.52225458458633,3307.460383
-51.368259048575084,-27.522118170663262,3344.536493
-51.367951405067544,-27.522145453447877,3344.536493
-51.367859111974056,-27.522254584586328,3325.998438
-51.36776681891111,-27.52225458458633,3261.115245
-51.36770529021266,-27.52225458458633,3214.770107
-51.373181349825195,-27.52050848637106,1500.0
-51.36905892812789,-27.522200019017106,1500.0
-51.36887434212414,-27.522200019017106,1731.72569
-51.368812813456216,-27.522200019017106,2139.562905
-51.36875128478828,-27.522200019017106,2501.054981
-51.36838211284181,-27.522090887878647,3307.460383
-51.36832058415862,-27.522118170663266,3344.536493
-51.36788988346789,-27.522145453447873,3344.536493
-51.367828354769436,-27.522200019017106,3325.998438
-51.36776682610152,-27.522200019017106,3298.191355
-51.37324288295085,-27.520481203586456,1500.0
-51.36967422105102,-27.522145453447873,1500.0
-51.36887434876493,-27.522145453447873,1787.339856
-51.36881282012754,-27.522145453447873,2204.446098
-51.367828361929284,-27.522145453447873,3307.460383
-51.373304416015436,-27.520453920801835,1500.0
-51.36893588425681,-27.521654363324835,1500.0
-51.368874355405715,-27.522090887878647,1768.8018
-51.36881282679884,-27.522090887878647,2185.908043
-51.373365949018925,-27.52042663801722,1500.0
-51.36887436204647,-27.52203632230943,1731.72569
-51.36881283347014,-27.52203632230943,2121.024849
-51.365428761802704,-27.5219817567402,1500.0
-51.36899742600778,-27.521572514970984,1500.0
-51.368874368687216,-27.521981756740193,1629.766386
-51.36881284014141,-27.521981756740193,2019.065546
-51.368320611790324,-27.521954473955578,3307.460383
-51.366936220883844,-27.5213815354787,1500.0
-51.37342748593058,-27.52108142484795,1500.0
-51.36887437532793,-27.52192719117097,1518.538055
-51.368812846812666,-27.52192719117097,1898.568187
-51.368443675721096,-27.52192719117097,3224.039134
-51.36838214720582,-27.52192719117097,3279.6533
-51.36825909019057,-27.52189990838635,3307.460383
-51.36669011424209,-27.52140881826331,1500.0
-51.37348901876611,-27.52108142484795,1500.0
-51.369705017107854,-27.521354252694085,1500.0
-51.36887438213655,-27.52157251497099,1500.0
-51.368812853483895,-27.521872625601738,1750.263745
-51.36844368257552,-27.521872625601738,3196.232051
-51.36838215409078,-27.521872625601738,3261.115245
-51.36832062560605,-27.521872625601738,3279.6533
-51.3681360401824,-27.521872625601738,3307.460383
-51.36709005621676,-27.521326969909463,1500.0
-51.366444007783514,-27.521463383832533,1500.0
-51.36275229781427,-27.521818060032512,1500.0
-51.37355055154056,-27.521081424847953,1500.0
-51.369612730349736,-27.521299687124856,1500.0
-51.36881286015512,-27.52181806003252,1564.883193
-51.36844368942991,-27.52181806003252,3122.079831
-51.368382160975735,-27.52181806003252,3196.232051
-51.36832063252152,-27.52181806003252,3261.115245
-51.36819757564366,-27.52181806003252,3279.6533
-51.366259429748574,-27.521436101047925,1500.0
-51.369520444263294,-27.521272404340245,1500.0
-51.36881286684157,-27.52173621167867,1500.0
-51.36850522470796,-27.52176349446329,2927.430251
-51.36844369628432,-27.52176349446329,3038.658582
-51.36838216786065,-27.52176349446329,3122.079831
-51.36832063943699,-27.52176349446329,3196.232051
-51.36825911101331,-27.52176349446329,3224.039134
-51.368197582589644,-27.52176349446329,3261.115245
-51.36607485275168,-27.521436101047925,1500.0
-51.36542880357043,-27.521681646109446,1500.0
-51.37361208854366,-27.52102685927872,1500.0
-51.36939739382762,-27.5211905559864,1500.0
-51.36905898722268,-27.521436101047925,1500.0
-51.36850523153182,-27.521708928894057,2769.856782
-51.36844370313868,-27.521708928894057,2927.430251
-51.36838217474554,-27.521708928894057,3038.658582
-51.368320646352416,-27.521708928894057,3112.810803
-51.36825911795926,-27.521708928894057,3159.155941
-51.365859511023906,-27.52149066661715,1500.0
-51.36549034029872,-27.521654363324828,1500.0
-51.36533651930062,-27.521708928894057,1500.0
-51.36487505636738,-27.521708928894057,1500.0
-51.36278309098552,-27.521681646109442,1500.0
-51.37367362116541,-27.52102685927872,1500.0
-51.36921281518198,-27.521381535478696,1500.0
-51.368505238355624,-27.521654363324835,2603.014285
-51.36844370999303,-27.521654363324835,2788.394837
-51.36838218163042,-27.521654363324835,2927.430251
-51.36832065326783,-27.521654363324835,3010.851499
-51.365644169662495,-27.52159979775561,1500.0
-51.36536729186285,-27.521654363324835,1500.0
-51.36481353659942,-27.521654363324835,1500.0
-51.36850524517943,-27.521599797755602,2408.364705
-51.36844371684735,-27.521599797755602,2603.014285
-51.36838218851528,-27.521599797755602,2760.587754
-51.373735157954705,-27.520972293709494,1500.0
-51.36881289355672,-27.521463383832533,1500.0
-51.36850525200321,-27.52154523218638,2222.984153
-51.36844372370167,-27.52154523218638,2417.633733
-51.36838219540012,-27.52154523218638,2593.745257
-51.373796690423795,-27.52097229370949,1500.0
-51.36850525882696,-27.52149066661715,2000.527491
-51.36844373055596,-27.52149066661715,2222.984153
-51.36715163704795,-27.521163273201786,1500.0
-51.36570572254184,-27.52146338383254,1500.0
-51.365613430089546,-27.52149066661715,1500.0
-51.363459940909536,-27.52149066661715,1500.0
-51.36850526565071,-27.521436101047925,1787.339856
-51.368443737410225,-27.521436101047925,2037.603601
-51.3634291860708,-27.52143610104793,1500.0
-51.373858226999296,-27.52091772814027,1500.0
-51.3672131802182,-27.52110870763256,1500.0
-51.3657365030421,-27.52135425269408,1500.0
-51.363398431293106,-27.521381535478696,1500.0
-51.37391975931567,-27.520917728140258,1500.0
-51.36336767651539,-27.521326969909467,1500.0
-51.3633369217987,-27.52127240434024,1500.0
-51.37398129567739,-27.520863162571032,1500.0
-51.365890347930716,-27.521217838771012,1500.0
-51.363336931156425,-27.521217838771012,1500.0
-51.37404282785634,-27.52083587978642,1500.0
-51.365921120080564,-27.521163273201783,1500.0
-51.36330617648549,-27.521163273201786,1500.0
-51.374104359974226,-27.520808597001807,1500.0
-51.367274745507956,-27.520999576494106,1500.0
-51.3633061858279,-27.521108707632564,1500.0
-51.36927441382719,-27.520999576494102,1500.0
-51.36918212171073,-27.52105414206333,1500.0
-51.37416589603055,-27.520754031432585,1500.0
-51.36736705238599,-27.52094501092488,1500.0
-51.36650566040824,-27.520972293709487,1500.0
-51.36641336836809,-27.520999576494102,1500.0
-51.374227427995734,-27.520726748647963,1500.0
-51.36767469975552,-27.52091772814026,1500.0
-51.374288959899864,-27.52069946586336,1500.0
-51.3702281160718,-27.520890445355654,1500.0
-51.37016658813663,-27.520890445355654,1518.538055
-51.37004353229683,-27.52089044535565,1546.345138
-51.36992047639596,-27.520890445355654,1518.538055
-51.369828184508464,-27.520890445355654,1500.0
-51.36930519715111,-27.52069946586336,1500.0
-51.366536439961614,-27.520890445355654,1500.0
-51.370351177849756,-27.520835879786425,1500.0
-51.370289649945114,-27.520835879786425,1546.345138
-51.37022812204049,-27.520835879786425,1583.421248
-51.370166594135846,-27.520835879786425,1601.959304
-51.370043538357095,-27.52083587978643,1629.766386
-51.369889718580225,-27.520835879786425,1601.959304
-51.369797426708,-27.520835879786425,1546.345138
-51.36675179547416,-27.52080859700181,1500.0
-51.366659503571384,-27.520835879786425,1500.0
-51.37435049566605,-27.520617617509508,1500.0
-51.370351183757364,-27.520781314217196,1583.421248
-51.37028965588325,-27.520781314217196,1601.959304
-51.370228128009146,-27.520781314217196,1629.766386
-51.370135836213244,-27.520781314217196,1648.304442
-51.36998201658902,-27.520754031432585,1685.380552
-51.36985896076448,-27.520781314217196,1648.304442
-51.36979743289038,-27.520781314217196,1620.497359
-51.36973590501627,-27.520781314217196,1601.959304
-51.36967437714216,-27.520781314217196,1546.345138
-51.374412027463286,-27.520508486371067,1500.0
-51.3704742453521,-27.520726748647967,1500.0
-51.37041271750853,-27.520726748647967,1546.345138
-51.37035118966495,-27.520726748647967,1601.959304
-51.37025889791484,-27.52072674864797,1648.304442
-51.370135842227675,-27.52072674864797,1685.380552
-51.369828203009796,-27.52072674864797,1685.380552
-51.36973591122915,-27.520726748647967,1648.304442
-51.36967438338558,-27.520726748647967,1629.766386
-51.369612855541995,-27.520726748647967,1564.883193
-51.369551327698424,-27.520726748647967,1518.538055
-51.36948979985485,-27.520726748647967,1500.0
-51.36690563045505,-27.520726748647977,1500.0
-51.37447355936735,-27.520099244601855,1500.0
-51.37047425119862,-27.52067218307874,1537.07611
-51.370412723400825,-27.520644900294126,1601.959304
-51.37035119557252,-27.52067218307874,1629.766386
-51.370289667759465,-27.52067218307874,1648.304442
-51.37019737605516,-27.52067218307874,1685.380552
-51.36995126559673,-27.520453920801835,1703.918607
-51.36973591744201,-27.52067218307874,1685.380552
-51.36967438962898,-27.52067218307874,1648.304442
-51.369612861815924,-27.52067218307874,1629.766386
-51.36955133400288,-27.52067218307874,1564.883193
-51.369489806189826,-27.52067218307874,1518.538055
-51.3704742570451,-27.520617617509515,1546.345138
-51.37035120149534,-27.5205903347249,1648.304442
-51.3702896738044,-27.52042663801722,1685.380552
-51.370228145915036,-27.520617617509515,1685.380552
-51.370166618224104,-27.520453920801835,1703.918607
-51.36973592374646,-27.520453920801835,1703.918607
-51.36967439588762,-27.5205903347249,1685.380552
-51.369612868089845,-27.520617617509515,1648.304442
-51.36955134030732,-27.520617617509515,1629.766386
-51.3694898125248,-27.520617617509515,1564.883193
-51.36942828474228,-27.520617617509515,1518.538055
-51.36936675695978,-27.520617617509515,1500.0
-51.374535094812884,-27.520044679032633,1500.0
-51.370474262906846,-27.520535769155682,1583.421248
-51.37041273515486,-27.520535769155682,1629.766386
-51.37022815194467,-27.520453920801835,1703.918607
-51.36961287447058,-27.520372072448,1685.380552
-51.36955134662701,-27.520535769155682,1648.304442
-51.369489818875024,-27.520535769155682,1629.766386
-51.36942829110776,-27.52056305194029,1583.421248
-51.36936676335577,-27.52056305194029,1537.07611
-51.37459662635058,-27.52001739624801,1500.0
-51.37035121332565,-27.520453920801838,1685.380552
-51.369674408404855,-27.520426638017224,1703.918607
-51.369428297473235,-27.520508486371057,1601.959304
-51.36936676975177,-27.520508486371057,1546.345138
-51.374658157842454,-27.519962830678793,1500.0
-51.37059732998161,-27.52042663801722,1500.0
-51.370535802305945,-27.52039935523261,1537.07611
-51.370474274599744,-27.52042663801722,1601.959304
-51.37041274689356,-27.520453920801835,1648.304442
-51.36955135926633,-27.520372072447994,1685.380552
-51.36948983160593,-27.520317506878765,1648.304442
-51.36942830393027,-27.520290224094154,1629.766386
-51.36936677614774,-27.520453920801835,1583.421248
-51.369305248456826,-27.520453920801835,1537.07611
-51.3704127528163,-27.52031750687876,1629.766386
-51.369366782620034,-27.52026294130954,1601.959304
-51.36930525489857,-27.52037207244799,1546.345138
-51.36924372722291,-27.520399355232605,1500.0
-51.374719692982616,-27.519908265109567,1500.0
-51.37047428630784,-27.520290224094158,1583.421248
-51.370351231048105,-27.520290224094158,1648.304442
-51.369243733695164,-27.52031750687877,1537.07611
-51.37478122459655,-27.519362609417293,1500.0
-51.37053581972305,-27.520290224094154,1500.0
-51.37022818175687,-27.52023565852493,1685.380552
-51.36967443337807,-27.520208375740307,1685.380552
-51.36930526778203,-27.520208375740307,1583.421248
-51.37484275587468,-27.519308043848064,1500.0
-51.37016666015656,-27.520181092955696,1685.380552
-51.36973596719014,-27.520153810171085,1685.380552
-51.36955138448371,-27.520153810171085,1648.304442
-51.36924374659385,-27.520235658524925,1546.345138
-51.37121263436743,-27.520017396248022,1500.0
-51.37047430381645,-27.5201810929557,1546.345138
-51.37041277627816,-27.5201810929557,1601.959304
-51.37035124875514,-27.520153810171085,1629.766386
-51.370289721216864,-27.520153810171085,1648.304442
-51.37007437489393,-27.520126527386473,1685.380552
-51.369920556002434,-27.520181092955706,1703.918607
-51.36979750092587,-27.520126527386473,1685.380552
-51.374904290785764,-27.51911706435577,1500.0
-51.37441207031163,-27.519853699540338,1500.0
-51.371151112309136,-27.52001739624801,1500.0
-51.37041278215504,-27.52012652738647,1583.421248
-51.37022819964705,-27.52009924460186,1648.304442
-51.36992056216933,-27.520099244601862,1685.380552
-51.36961292458478,-27.520071961817244,1648.304442
-51.369489869554016,-27.52009924460186,1629.766386
-51.37496582189595,-27.519089781571157,1500.0
-51.37348916297683,-27.519444457771133,1500.0
-51.37035126055467,-27.520071961817244,1601.959304
-51.37028973307745,-27.520071961817244,1629.766386
-51.370166678138254,-27.52004467903263,1648.304442
-51.36967445832047,-27.52004467903263,1648.304442
-51.369428348396305,-27.520071961817244,1601.959304
-51.37367374957573,-27.519444457771133,1500.0
-51.37022821156866,-27.520017396248022,1629.766386
-51.36992057442676,-27.52001739624802,1648.304442
-51.36955140967027,-27.519990113463408,1629.766386
-51.375027356516966,-27.51903521600193,1500.0
-51.374350554542296,-27.519744568401883,1500.0
-51.373827571978055,-27.519444457771133,1500.0
-51.36988981682447,-27.519962830678796,1648.304442
-51.369643707098746,-27.519962830678793,1629.766386
-51.375088887474476,-27.51900793321732,1500.0
-51.37428903107962,-27.519690002832657,1500.0
-51.37398139479252,-27.519471740555755,1500.0
-51.372627791743724,-27.519553588909584,1500.0
-51.36982829557513,-27.519908265109564,1629.766386
-51.369612949664344,-27.519880982324953,1601.959304
-51.3751504183404,-27.51903521600193,1500.0
-51.374165980735,-27.519553588909588,1500.0
-51.372566269151115,-27.519526306124977,1500.0
-51.36992059269828,-27.519853699540334,1601.959304
-51.36985906534317,-27.519853699540334,1629.766386
-51.369766774356314,-27.519826416755723,1601.959304
-51.369674483277855,-27.519853699540334,1601.959304
-51.3725047466348,-27.51947174055575,1500.0
-51.36985907149471,-27.51979913397111,1601.959304
-51.369643725873956,-27.51979913397111,1583.421248
-51.37521195259498,-27.519089781571154,1500.0
-51.372443224164265,-27.51944445777113,1500.0
-51.36976678675095,-27.51974456840188,1583.421248
-51.375273483308234,-27.51911706435577,1500.0
-51.3697667929177,-27.519690002832654,1546.345138
-51.37533501396041,-27.519144347140386,1500.0
-51.372381706639324,-27.519389892201907,1500.0
-51.37232018433666,-27.51933532663268,1500.0
-51.3753965479707,-27.51908978157116,1500.0
-51.37225866207978,-27.519308043848064,1500.0
-51.37545807850073,-27.519062498786536,1500.0
-51.37219713988394,-27.51928076106345,1500.0
-51.37213561773387,-27.51928076106345,1500.0
-51.375519612281984,-27.51903521600193,1500.0
-51.37558114265935,-27.51900793321732,1500.0
-51.3720741006972,-27.51922619549422,1500.0
-51.375642672975665,-27.518980650432702,1500.0
-51.375704203246165,-27.518926084863473,1500.0
-51.3741352649257,-27.519171629924998,1500.0
-51.37201258382841,-27.51908978157116,1500.0
-51.37471977521128,-27.518789670940407,1500.0
-51.37192029855021,-27.51903521600193,1500.0
-51.37576573666099,-27.518844236509633,1500.0
-51.37465825200793,-27.518762388155793,1500.0
-51.37410450947533,-27.519089781571154,1500.0
-51.37268939022948,-27.51892608486347,1500.0
-51.371735723048346,-27.518980650432706,1500.0
-51.375827266794104,-27.51876238815579,1500.0
-51.37259710467652,-27.51892608486347,1500.0
-51.37155114751592,-27.51884423650963,1500.0
-51.375888796866136,-27.518680539801952,1500.0
-51.374596732651014,-27.518707822586567,1500.0
-51.37395070041373,-27.5189806504327,1500.0
-51.37145886776314,-27.51873510537118,1500.0
-51.37595032999088,-27.518571408663494,1500.0
-51.37453521340092,-27.51868053980196,1500.0
-51.37379689162681,-27.518871519294247,1500.0
-51.37601185989499,-27.518516843094265,1500.0
-51.37447369042646,-27.51868053980195,1500.0
-51.373643078901864,-27.518816953725022,1500.0
-51.37170498550218,-27.518816953725022,1500.0
-51.37139735168783,-27.518653257017338,1500.0
-51.376073389768564,-27.51840771195582,1500.0
-51.3726278918753,-27.518762388155796,1500.0
-51.37167422735003,-27.518762388155793,1500.0
-51.37133583033132,-27.518598691448116,1500.0
-51.37164346922838,-27.518707822586574,1500.0
-51.37127430905108,-27.518516843094275,1500.0
-51.37613492254217,-27.518380429171202,1500.0
-51.37121278780136,-27.518489560309657,1500.0
-51.3761964522173,-27.51835314638659,1500.0
-51.37152042645421,-27.51859869144812,1500.0
-51.37115126661271,-27.518462277525046,1500.0
-51.3762579818161,-27.518353146386588,1500.0
-51.37108974548507,-27.51843499474043,1500.0
-51.37631951136911,-27.518325863601973,1500.0
-51.37099746115304,-27.518434994740428,1500.0
-51.370874413586094,-27.518407711955817,1500.0
-51.3763810437458,-27.518298580817362,1500.0
-51.3707821293914,-27.518380429171206,1500.0
-51.376442573146136,-27.51827129803275,1500.0
-51.371028241085895,-27.518325863601973,1500.0
-51.370935951350674,-27.518325863601977,1537.07611
-51.37084366158491,-27.518325863601973,1518.538055
-51.37075137184966,-27.518325863601977,1546.345138
-51.37650410247014,-27.518271298032747,1500.0
-51.371212826066404,-27.518271298032747,1537.07611
-51.371120536376935,-27.518271298032747,1564.883193
-51.37093595699803,-27.518271298032747,1583.421248
-51.370751377558065,-27.518271298032747,1620.497359
-51.37650410532436,-27.518216732463518,1518.538055
-51.371151305106565,-27.518216732463518,1620.497359
-51.37090519944099,-27.518216732463518,1648.304442
-51.37653487139819,-27.5181621668943,1583.421248
-51.37644258176978,-27.5181621668943,1546.345138
-51.376381055361016,-27.5181621668943,1518.538055
-51.37108978420777,-27.5181621668943,1685.380552
-51.370874441853424,-27.518162166894296,1703.918607
-51.376596400615334,-27.518107601325067,1648.304442
-51.37647334785886,-27.518107601325067,1620.497359
-51.37638105827626,-27.518107601325067,1583.421248
-51.37631953189802,-27.518107601325067,1546.345138
-51.376258005519794,-27.518107601325067,1537.07611
-51.37090521070512,-27.518107601325074,1731.72569
-51.37668869294527,-27.51802575297123,1713.187635
-51.376565640265135,-27.518053035755837,1685.380552
-51.376411824380604,-27.51805303575584,1648.304442
-51.37631953484378,-27.51805303575584,1620.497359
-51.37625800849607,-27.51805303575584,1583.421248
-51.376196482148366,-27.51805303575584,1546.345138
-51.37613495580066,-27.51805303575584,1537.07611
-51.37093597946522,-27.518053035755845,1796.608883
-51.37075140039157,-27.51805303575584,1787.339856
-51.370659110854746,-27.51805303575584,1768.8018
-51.37653487994544,-27.517998470186612,1713.187635
-51.37635030096338,-27.517998470186612,1685.380552
-51.376258011472345,-27.517998470186612,1648.304442
-51.37619648515517,-27.517998470186612,1620.497359
-51.37613495883798,-27.517998470186612,1583.421248
-51.370782169273774,-27.51799847018661,1815.146939
-51.37062835346555,-27.517998470186612,1787.339856
-51.37662717230591,-27.51791662183277,1750.263745
-51.376381067052435,-27.517943904617393,1713.187635
-51.3762580144486,-27.51794390461739,1685.380552
-51.3761657250339,-27.51794390461739,1648.304442
-51.37607343558864,-27.51794390461739,1583.421248
-51.370659122393505,-27.517943904617393,1815.146939
-51.37681175373002,-27.51788933904816,1750.263745
-51.37638106996764,-27.51788933904816,1750.263745
-51.37622725431205,-27.51788933904816,1713.187635
-51.3761349649126,-27.51788933904816,1685.380552
-51.37607343865648,-27.51788933904816,1648.304442
-51.37062836500427,-27.51788933904816,1852.223049
-51.37053607560482,-27.51788933904816,1815.146939
-51.376657943050056,-27.517370966140497,1768.8018
-51.37628878355968,-27.517834773478935,1750.263745
-51.3761349679499,-27.51783477347893,1713.187635
-51.376073441724294,-27.51783477347893,1685.380552
-51.37601191549869,-27.51783477347893,1648.304442
-51.37053608145046,-27.517834773478935,1852.223049
-51.37635031320414,-27.517316400571275,1768.8018
-51.376196497212796,-27.517780207909706,1750.263745
-51.376073444792105,-27.51778020790971,1713.187635
-51.375981155514744,-27.517780207909706,1685.380552
-51.370720666033954,-27.51772564234048,1889.299159
-51.370474561070495,-27.517780207909706,1852.223049
-51.376934814377336,-27.51734368335589,1768.8018
-51.37622726374442,-27.51731640057128,1768.8018
-51.37610421095745,-27.517725642340476,1750.263745
-51.376011921695365,-27.51772564234048,1713.187635
-51.37595039553081,-27.51772564234048,1685.380552
-51.37118211782373,-27.517698359555865,1889.299159
-51.3705053300747,-27.517643793986636,1889.299159
-51.37038227765401,-27.517725642340476,1852.223049
